Season,Episode Name,Episode Number,Speaker,Text
1,Grandpa Dave's Old Country Farm/Transcript,30,Grandpa Dave:,"Okay, kids. Leave those dishes on the table. We're going to the fair!"
1,Grandpa Dave's Old Country Farm/Transcript,30,D.W.:,Hm-hm!
1,Grandpa Dave's Old Country Farm/Transcript,30,Arthur:,"Oops. Um, Grandpa, the fair sure would be fun, but..."
1,Grandpa Dave's Old Country Farm/Transcript,30,Grandpa Dave:,Like what? Are you feeling sick?
1,Grandpa Dave's Old Country Farm/Transcript,30,Grandpa Dave:,"Horsefeathers. I can't make you two stay here and work, or what'll I tell your folks. And besides, this farm has been in our family for a hundred and fifty..."
1,Grandpa Dave's Old Country Farm/Transcript,30,D.W.:,Grandpa! We are your family!
1,Grandpa Dave's Old Country Farm/Transcript,30,Grandpa Dave:,"Oh, well, you have a point there. I guess I could use a couple of... assistants... for a while."
1,Grandpa Dave's Old Country Farm/Transcript,30,Grandpa Dave:,Whoa.
1,Grandpa Dave's Old Country Farm/Transcript,30,Grandpa Dave:,Whoa-oo.
1,Grandpa Dave's Old Country Farm/Transcript,30,Ed Billings:,"How about a little help on that roof, Dave?"
1,Grandpa Dave's Old Country Farm/Transcript,30,Grandpa Dave:,"Okay, Ed. You win. But I don't want to be hearing about this all around town."
1,Grandpa Dave's Old Country Farm/Transcript,30,Grandpa Dave:,"Well, what do you know? It took us two days, but we did it!"
1,Grandpa Dave's Old Country Farm/Transcript,30,D.W.:,I want to build the chickens a shower of gold for their bathtub!
1,Grandpa Dave's Old Country Farm/Transcript,30,Grandpa Dave:,There'll be plenty of time for that on your next vacation.
1,Grandpa Dave's Old Country Farm/Transcript,30,Mr. Read:,"Hi, kids. How was your vacation?"
1,Grandpa Dave's Old Country Farm/Transcript,30,Mrs. Read:,"Gosh, Dad. There seem to be lots of other... little tasks around."
1,Grandpa Dave's Old Country Farm/Transcript,30,Grandpa Dave:,There's no end of work on a farm.
1,Grandpa Dave's Old Country Farm/Transcript,30,Ed Billings:,"Well, Dave, like I've been saying, I could give you a hand around here."
1,Grandpa Dave's Old Country Farm/Transcript,30,Grandpa Dave:,"Ed Billings, this farm has been in our family for over a hundred years and... Arthur and D.W. exchange looks. ...it's about time we got some decent help around here. What do you know about tractor engines?"
1,Grandpa Dave's Old Country Farm/Transcript,30,Mrs. Read:,"We'll be back soon, Dad. Now you two, into the car."
1,Arthur and the Crunch Cereal Contest (episode)/Transcript,31,Arthur ):,"Do you know that tune? If you said ""Chopsticks"", you're right! Now, try this!"
1,Arthur and the Crunch Cereal Contest (episode)/Transcript,31,Arthur:,"""London Bridge is Falling Down"". Pretty easy. Now, see if you can name this one!"
1,Arthur and the Crunch Cereal Contest (episode)/Transcript,31,Arthur:,"If you don't recognize it, it's because I made it up. I hoped it would be famous, but it wasn't. It needed a little something."
1,Arthur and the Crunch Cereal Contest (episode)/Transcript,31,Arthur:,"A really weird, pesky, little something."
1,Arthur and the Crunch Cereal Contest (episode)/Transcript,31,Francine Frensky:,) Arthur and the Crunch Cereal Contest.
1,Arthur and the Crunch Cereal Contest (episode)/Transcript,31,Pal:,)
1,Arthur and the Crunch Cereal Contest (episode)/Transcript,31,Arthur:,Hi!
1,Arthur and the Crunch Cereal Contest (episode)/Transcript,31,Dad:,"Yesiree, on a chilly morning like this, you kids need oatmeal that's really gonna stick to your ribs. Ta-dah. How about a nice healthy portion for Mom?"
1,Arthur and the Crunch Cereal Contest (episode)/Transcript,31,Dad:,"Hmmm, the baking soda must've reacted with the molasses."
1,Arthur and the Crunch Cereal Contest (episode)/Transcript,31,Mom ):,"Looks like we'll have to make do with store-bought cereal. Arthur, would you..."
1,Arthur and the Crunch Cereal Contest (episode)/Transcript,31,Arthur:,"Sure, Mom! )"
1,Arthur and the Crunch Cereal Contest (episode)/Transcript,31,Dad:,"Alright, alright, but believe me, the only thing you'll get from that stuff is a mouthful of cavities!"
1,Arthur and the Crunch Cereal Contest (episode)/Transcript,31,D.W.:,Wow! And I thought letters only came in alphabet soup!
1,Arthur and the Crunch Cereal Contest (episode)/Transcript,31,Arthur:,"""The Crunch Cereal Jingle Contest. Send us your song about Crunch and you could win a year supply of Crunch Cereal."" WOW!"
1,Arthur and the Crunch Cereal Contest (episode)/Transcript,31,Dad:,That's a prize?!
1,Arthur and the Crunch Cereal Contest (episode)/Transcript,31,Arthur:,"""And your jingle will also be aired on TV with the new Crunch Cereal commercial."" ON TV?! COOL! ""Include twenty boxtops with each entry."""
1,Arthur and the Crunch Cereal Contest (episode)/Transcript,31,Arthur:,Keep eating!
1,Arthur and the Crunch Cereal Contest (episode)/Transcript,31,Arthur:,"Crunch, crunch, crunch. )"
1,Arthur and the Crunch Cereal Contest (episode)/Transcript,31,D.W. ):,"Maybe you should try to think of a word that rhymes with ""crunch"". Besides ""crunch""."
1,Arthur and the Crunch Cereal Contest (episode)/Transcript,31,Arthur:,I'm waiting for an idea.
1,Arthur and the Crunch Cereal Contest (episode)/Transcript,31,D.W.:,"How about ""dunce""? That sorta rhymes with ""crunch""."
1,Arthur and the Crunch Cereal Contest (episode)/Transcript,31,Arthur:,"You can't just think of things that rhyme, D.W. A jingle has to be the perfect combination of words with the perfect melody. You're too young to understand great art."
1,Arthur and the Crunch Cereal Contest (episode)/Transcript,31,D.W.:,"Hey, how about lunch?"
1,Arthur and the Crunch Cereal Contest (episode)/Transcript,31,Arthur:,Lunch?
1,Arthur and the Crunch Cereal Contest (episode)/Transcript,31,D.W.:,)
1,Arthur and the Crunch Cereal Contest (episode)/Transcript,31,D.W.:,MOM!!!!!!!!
1,Arthur and the Crunch Cereal Contest (episode)/Transcript,31,Arthur:,Too sad.
1,Arthur and the Crunch Cereal Contest (episode)/Transcript,31,Arthur:,Too silly.
1,Arthur and the Crunch Cereal Contest (episode)/Transcript,31,Arthur:,"Ehh, I guess it will do."
1,Arthur and the Crunch Cereal Contest (episode)/Transcript,31,Buster:,Arthur! Snowball fight! The fourth graders captured Francine and they're gonna give her the powdered donut treatment! Come on!
1,Arthur and the Crunch Cereal Contest (episode)/Transcript,31,Buster:,DUCK!!!!
1,Arthur and the Crunch Cereal Contest (episode)/Transcript,31,Buster:,This way!
1,Arthur and the Crunch Cereal Contest (episode)/Transcript,31,Buster:,How's that jingle coming?
1,Arthur and the Crunch Cereal Contest (episode)/Transcript,31,Arthur:,I've pretty much finished the words. It goes.... Eat Crunch!
1,Arthur and the Crunch Cereal Contest (episode)/Transcript,31,Buster:,I like it!
1,Arthur and the Crunch Cereal Contest (episode)/Transcript,31,Arthur:,"But no matter how hard I try, I can't think of a tune."
1,Arthur and the Crunch Cereal Contest (episode)/Transcript,31,Buster:,You know what you need? A band!
1,Arthur and the Crunch Cereal Contest (episode)/Transcript,31,Arthur:,Maybe you're right! All I need to do is....
1,Arthur and the Crunch Cereal Contest (episode)/Transcript,31,Francine:,ALL YOU NEED TO DO IS STAND STILL SO THAT I CAN PULVERIZE YOU!
1,Arthur and the Crunch Cereal Contest (episode)/Transcript,31,Buster:,"Francine, we were looking all over for you!"
1,Arthur and the Crunch Cereal Contest (episode)/Transcript,31,Francine:,"Because you two spent all your time yakking, I got the cream puff torture, as well as the powdered donut treatment, and...."
1,Arthur and the Crunch Cereal Contest (episode)/Transcript,31,Arthur:,"Hey Francine, wanna be the drummer in my band?"
1,Arthur and the Crunch Cereal Contest (episode)/Transcript,31,Francine:,A band? Sure!
1,Arthur and the Crunch Cereal Contest (episode)/Transcript,31,Kid:,I guess I should've taken those lessons.
1,Arthur and the Crunch Cereal Contest (episode)/Transcript,31,Arthur:,NEXT!
1,Arthur and the Crunch Cereal Contest (episode)/Transcript,31,Grandma Thora ):,Grandma's got a brand new hat! Gonna groove it all night long!
1,Arthur and the Crunch Cereal Contest (episode)/Transcript,31,Arthur and Buster ):,Cool!
1,Arthur and the Crunch Cereal Contest (episode)/Transcript,31,Binky:,Solo for clarinet by some old dead dude. Köchel Listing #417.
1,Arthur and the Crunch Cereal Contest (episode)/Transcript,31,Buster:,"Wow, Binky! That was beautiful!"
1,Arthur and the Crunch Cereal Contest (episode)/Transcript,31,Binky:,You wanna make something out of it?!
1,Arthur and the Crunch Cereal Contest (episode)/Transcript,31,Arthur:,I think we have our band!
1,Arthur and the Crunch Cereal Contest (episode)/Transcript,31,Arthur:,I want it to start off with a bang! So I think everyone should play a really loud note and then we'll...
1,Arthur and the Crunch Cereal Contest (episode)/Transcript,31,Francine:,What if we....
1,Arthur and the Crunch Cereal Contest (episode)/Transcript,31,Arthur:,Does someone have a question? I didn't see anybody raise their hand!
1,Arthur and the Crunch Cereal Contest (episode)/Transcript,31,Arthur:,"Yes, Francine?"
1,Arthur and the Crunch Cereal Contest (episode)/Transcript,31,Francine:,I just thought it might be nice to start off with a drumroll.
1,Arthur and the Crunch Cereal Contest (episode)/Transcript,31,Arthur:,"Hmmmm, I don't think so."
1,Arthur and the Crunch Cereal Contest (episode)/Transcript,31,Muffy:,Yeah! And then the Brain and I can come in with the strings.
1,Arthur and the Crunch Cereal Contest (episode)/Transcript,31,Sue Ellen:,And then we'll add the horns.
1,Arthur and the Crunch Cereal Contest (episode)/Transcript,31,Arthur:,NO! NO! NO! STOP!
1,Arthur and the Crunch Cereal Contest (episode)/Transcript,31,Arthur:,I'VE GOT THE ENTRY FORM! I'VE EATEN FIFTEEN BOXES OF CRUNCH! AND THIS IS MY JINGLE! SO WE'RE GONNA PLAY IT MY WAY! Any questions?!
1,Arthur and the Crunch Cereal Contest (episode)/Transcript,31,Arthur:,"Well, maybe that was too much of a bang. But I think it's a good start."
1,Arthur and the Crunch Cereal Contest (episode)/Transcript,31,Dad:,") Arthur, what was that noise?! It could be heard a mile away!"
1,Arthur and the Crunch Cereal Contest (episode)/Transcript,31,Arthur:,"Sorry, we'll try to keep it down. We're rehearsing a jingle."
1,Arthur and the Crunch Cereal Contest (episode)/Transcript,31,Arthur:,"Hey, wait! Where are you going?!"
1,Arthur and the Crunch Cereal Contest (episode)/Transcript,31,Francine:,Maybe we should come back when you have an actual tune for us to play!
1,Arthur and the Crunch Cereal Contest (episode)/Transcript,31,Muffy:,MOST UNPROFESSIONAL!
1,Arthur and the Crunch Cereal Contest (episode)/Transcript,31,Grandma Thora:,It is kinda hard on the ears.
1,Arthur and the Crunch Cereal Contest (episode)/Transcript,31,Arthur:,Where's everyone going?! We'll come up with a tune! That's what you're here for!
1,Arthur and the Crunch Cereal Contest (episode)/Transcript,31,Buster:,"Come on, Arthur. I'll buy you a milkshake."
1,Arthur and the Crunch Cereal Contest (episode)/Transcript,31,Arthur:,No thanks! I have work to do!
1,Arthur and the Crunch Cereal Contest (episode)/Transcript,31,Buster:,Maybe you should give it a rest for a while.
1,Arthur and the Crunch Cereal Contest (episode)/Transcript,31,Arthur:,"Did Mozart give it a rest?! Did the guy who wrote, ""Ring Around the Rosie"" give it a rest?! I DON'T THINK SO, BUSTER!!!"
1,Arthur and the Crunch Cereal Contest (episode)/Transcript,31,Arthur:,"Eat Crunch. Oh, I'll never come up with anything!"
1,Arthur and the Crunch Cereal Contest (episode)/Transcript,31,D.W.:,"Stay still, Nadine. )"
1,Arthur and the Crunch Cereal Contest (episode)/Transcript,31,Nadine:,)
1,Arthur and the Crunch Cereal Contest (episode)/Transcript,31,D.W. ):,"Oh I have a hunch, breakfast, dinner, and lunch, would be so fun to munch if I had it with Nadine."
1,Arthur and the Crunch Cereal Contest (episode)/Transcript,31,Arthur:,THAT'S IT! IT'S PERFECT! PERFECT!
1,Arthur and the Crunch Cereal Contest (episode)/Transcript,31,D.W.:,"He's lost his cookies, Nadine! )"
1,Arthur and the Crunch Cereal Contest (episode)/Transcript,31,Nadine:,Hm. Too much of that cereal.
1,Arthur and the Crunch Cereal Contest (episode)/Transcript,31,Arthur:,"I've got it, Buster! I've got the jingle! Listen to this!"
1,Arthur and the Crunch Cereal Contest (episode)/Transcript,31,Arthur ):,"Oh I have a hunch, breakfast, dinner, and lunch, would be so fun to munch if I had it with Crunch!"
1,Arthur and the Crunch Cereal Contest (episode)/Transcript,31,Buster:,That was fantastic! How did you come up with it?
1,Arthur and the Crunch Cereal Contest (episode)/Transcript,31,Arthur:,I was sitting in the living room when I heard this tune.... )
1,Arthur and the Crunch Cereal Contest (episode)/Transcript,31,Buster:,"Yeah, so?"
1,Arthur and the Crunch Cereal Contest (episode)/Transcript,31,Arthur:,...in my head. And... the words just came to me. That's all.
1,Arthur and the Crunch Cereal Contest (episode)/Transcript,31,Buster:,"Wow! I guess that's how a great jingle is born! Nothing, nothing, and then, POOF! Out of nowhere, something beautiful!"
1,Arthur and the Crunch Cereal Contest (episode)/Transcript,31,Arthur:,I gotta go mail this. The deadline's tomorrow.
1,Arthur and the Crunch Cereal Contest (episode)/Transcript,31,Arthur:,Whoa!
1,Arthur and the Crunch Cereal Contest (episode)/Transcript,31,D.W.:,"Watch it, you maniac! You want to end up a pile of roadkill?!"
1,Arthur and the Crunch Cereal Contest (episode)/Transcript,31,Arthur:,"Uh, sorry, D.W."
1,Arthur and the Crunch Cereal Contest (episode)/Transcript,31,D.W.:,Nadine and I were just talking about you. And we've decided that you need to eat more fruit. ) Here.
1,Arthur and the Crunch Cereal Contest (episode)/Transcript,31,Arthur:,Thanks. Uh... I have to go.
1,Arthur and the Crunch Cereal Contest (episode)/Transcript,31,D.W.:,"Oh, is that the jingle for the contest?"
1,Arthur and the Crunch Cereal Contest (episode)/Transcript,31,Arthur:,"THIS?! ) Oh yes, I suppose it is."
1,Arthur and the Crunch Cereal Contest (episode)/Transcript,31,D.W.:,"So, let's hear it!"
1,Arthur and the Crunch Cereal Contest (episode)/Transcript,31,Arthur ):,"Oh, munch, crunch, snap, pop, fizz."
1,Arthur and the Crunch Cereal Contest (episode)/Transcript,31,Arthur ):,Something like that. Gotta run.
1,Arthur and the Crunch Cereal Contest (episode)/Transcript,31,D.W.:,ARTHUR! ARTHUR!
1,Arthur and the Crunch Cereal Contest (episode)/Transcript,31,Arthur:,D.W.?
1,Arthur and the Crunch Cereal Contest (episode)/Transcript,31,D.W.:,"Arthur, over here!"
1,Arthur and the Crunch Cereal Contest (episode)/Transcript,31,Arthur:,"D.W., where are you?"
1,Arthur and the Crunch Cereal Contest (episode)/Transcript,31,D.W.:,Art.... Oof. )
1,Arthur and the Crunch Cereal Contest (episode)/Transcript,31,Arthur:,") D.W.! D.W., are you alright?"
1,Arthur and the Crunch Cereal Contest (episode)/Transcript,31,D.W. ):,Here. (She hands him an apple)
1,Arthur and the Crunch Cereal Contest (episode)/Transcript,31,TV Announcer:,THE BIONIC BUNNY SHOW!
1,Arthur and the Crunch Cereal Contest (episode)/Transcript,31,D.W.:,)
1,Arthur and the Crunch Cereal Contest (episode)/Transcript,31,TV Announcer:,We'll be right back after these messages.
1,Arthur and the Crunch Cereal Contest (episode)/Transcript,31,Arthur:,)
1,Arthur and the Crunch Cereal Contest (episode)/Transcript,31,Man ):,"Oh I have a hunch, breakfast, dinner, and lunch...."
1,Arthur and the Crunch Cereal Contest (episode)/Transcript,31,Arthur:,)
1,Arthur and the Crunch Cereal Contest (episode)/Transcript,31,Man ):,...would be so fun to munch if I had it with Crunch!
1,Arthur and the Crunch Cereal Contest (episode)/Transcript,31,D.W.:,This commercial isn't as good as the old one.
1,Arthur and the Crunch Cereal Contest (episode)/Transcript,31,Arthur:,"D.W., I can explain everything!"
1,Arthur and the Crunch Cereal Contest (episode)/Transcript,31,D.W.:,HEY! GET AWAY FROM THE TV!
1,Arthur and the Crunch Cereal Contest (episode)/Transcript,31,Dad:,"Breakfast is ready, kids!"
1,Arthur and the Crunch Cereal Contest (episode)/Transcript,31,Dad:,You're gonna love this stuff! One bowl and you won't be hungry 'til dinner!
1,Arthur and the Crunch Cereal Contest (episode)/Transcript,31,Dad:,Who could that be?
1,Arthur and the Crunch Cereal Contest (episode)/Transcript,31,Crunch Cereal Representative:,Is this the Read residence?
1,Arthur and the Crunch Cereal Contest (episode)/Transcript,31,Dad:,Yes.
1,Arthur and the Crunch Cereal Contest (episode)/Transcript,31,Crunch Cereal Representative:,") On behalf of the Crunch Cereal company, I am happy to present you with a year supply of Crunch Cereal!"
1,Arthur and the Crunch Cereal Contest (episode)/Transcript,31,Crunch Cereal Representative:,"And a certificate proclaiming the winner of the Crunch Cereal jingle contest, Ms. D.W. Read!"
1,Arthur and the Crunch Cereal Contest (episode)/Transcript,31,D.W.:,ME?!
1,Arthur and the Crunch Cereal Contest (episode)/Transcript,31,Arthur:,"And I started to feel bad, and I realized I had to put your name on it since it was your song. I was going to tell you, but I was waiting for the right time. You aren't mad, aren't you?"
1,Arthur and the Crunch Cereal Contest (episode)/Transcript,31,D.W.:,You sent that crummy thing in? I have much better songs than that.
1,Arthur and the Crunch Cereal Contest (episode)/Transcript,31,Arthur:,"Oh, right! Like?!"
1,Arthur and the Crunch Cereal Contest (episode)/Transcript,31,D.W.:,Like the one I wrote this morning.
1,Arthur and the Crunch Cereal Contest (episode)/Transcript,31,D.W. ):,"Oh everyone thinks that my brother stinks like a piece of yellow cheese! But me I say, that he's okay, as long as there's a breeze! (she gets hit by a snowball)"
1,Arthur and the Crunch Cereal Contest (episode)/Transcript,31,D.W. ):,MOM!!!!!!
1,D.W. Flips (episode)/Transcript,32,D.W.:,Oh yeah?! Well you just watch!
1,D.W. Flips (episode)/Transcript,32,Emily:,Wait D.W.! )
1,D.W. Flips (episode)/Transcript,32,Tommy:,"Look, she's gonna do it!"
1,D.W. Flips (episode)/Transcript,32,Timmy+Tommy:,)
1,D.W. Flips (episode)/Transcript,32,D.W.:,"One two three, one two three."
1,D.W. Flips (episode)/Transcript,32,Emily:,"But D.W., you could really get hurt."
1,D.W. Flips (episode)/Transcript,32,Timmy+Tommy:,)
1,D.W. Flips (episode)/Transcript,32,D.W.:,"Okay, lift me up!"
1,D.W. Flips (episode)/Transcript,32,Timmy+Tommy:,)
1,D.W. Flips (episode)/Transcript,32,Timmy:,"If you don't make it D.W., can we have your toys?"
1,D.W. Flips (episode)/Transcript,32,Tommy:,She's too scared to do it!
1,D.W. Flips (episode)/Transcript,32,D.W.:,Whoa!
1,D.W. Flips (episode)/Transcript,32,Kids:,)
1,D.W. Flips (episode)/Transcript,32,Timmy:,"Yeah, she's gonna chicken out!"
1,D.W. Flips (episode)/Transcript,32,D.W.:,Whoaaa! Am not! She nearly looses her balance. Whoa!
1,D.W. Flips (episode)/Transcript,32,Announcer ):,"The Bulgarians take the final turn at 55 miles per hour! I wouldn't want to fall off the back of that, Bob!"
1,D.W. Flips (episode)/Transcript,32,Arthur:,Cool! That's as fast as a car!
1,D.W. Flips (episode)/Transcript,32,D.W.:,"Big deal, anybody can ride a sled! She changes the channel. The TV now shows a girl brushing a unicorn’s mane. Ooh! Pretty horsie!"
1,D.W. Flips (episode)/Transcript,32,Arthur:,Hey! Put the Olympics back on!
1,D.W. Flips (episode)/Transcript,32,D.W.:,No way! Sports are boring!
1,D.W. Flips (episode)/Transcript,32,Arthur:,Are not!
1,D.W. Flips (episode)/Transcript,32,D.W.:,Are too!
1,D.W. Flips (episode)/Transcript,32,Announcer ):,A perfect combo on the balance beam! It looks like Tina Trampolina will be bringing home a gold medal!
1,D.W. Flips (episode)/Transcript,32,D.W.:,Wow.... Mom!
1,D.W. Flips (episode)/Transcript,32,Arthur:,Here we go again!
1,D.W. Flips (episode)/Transcript,32,D.W.:,"I'll get really strong! And when I win the gold medal, I'll do cereal commercials!"
1,D.W. Flips (episode)/Transcript,32,Mrs. Read:,I don't know D.W.
1,D.W. Flips (episode)/Transcript,32,D.W.:,Please Mom! I'll be so rich that you and Dad will never have to work again!
1,D.W. Flips (episode)/Transcript,32,Mrs. Read:,"D.W., remember when you said that you wanted to play T-ball more than anything?"
1,D.W. Flips (episode)/Transcript,32,D.W.:,I could only hit balls that move.
1,D.W. Flips (episode)/Transcript,32,Mrs. Read:,And when you wanted to be a ballerina?
1,D.W. Flips (episode)/Transcript,32,D.W.:,I have weak knees.
1,D.W. Flips (episode)/Transcript,32,Mrs. Read:,And how about the violin lessons?
1,D.W. Flips (episode)/Transcript,32,D.W.:,I could have been really good if they didn't make me use that stick.
1,D.W. Flips (episode)/Transcript,32,Mrs. Read:,"D.W., you wanted to do all those things, but you didn't want to practice. Now why is this any different?"
1,D.W. Flips (episode)/Transcript,32,D.W.:,"Because I really, really want to do this one. Besides, Mom, I'm already good at jumping."
1,D.W. Flips (episode)/Transcript,32,Mrs. Read:,) Alright! Huh?
1,D.W. Flips (episode)/Transcript,32,D.W.:,"Oh, thank you Mom!"
1,D.W. Flips (episode)/Transcript,32,Timmy+Tommy:,)
1,D.W. Flips (episode)/Transcript,32,D.W.:,) The Tibbles! Hide me!
1,D.W. Flips (episode)/Transcript,32,Mrs. Read:,"Oh, I'm sure your teacher can handle them."
1,D.W. Flips (episode)/Transcript,32,Timmy+Tommy:,)
1,D.W. Flips (episode)/Transcript,32,D.W.:,"Hmph! It's Emily and her nanny! I'm in the same class with ""Miss Perfect""."
1,D.W. Flips (episode)/Transcript,32,Mrs. Read:,"Now, D.W., just because she's smart, pretty, and very polite, it doesn't mean she's perfect."
1,D.W. Flips (episode)/Transcript,32,Emily:,"À tout à l’heure, Aimée. [Until soon, Aimée.]"
1,D.W. Flips (episode)/Transcript,32,Mrs. Read:,"Well, it looks like you're about to start. I'll be in the waiting room. Don't try anything too fancy, okay?"
1,D.W. Flips (episode)/Transcript,32,D.W.:,Oh...
1,D.W. Flips (episode)/Transcript,32,Announcer #1:,"There's the pinwheel flip, with a frog kick follow through, and a having-tea dismount. Amazing!"
1,D.W. Flips (episode)/Transcript,32,Announcer #1:,"Well Bob, I guess it won't be long before we see that face on a box of Crunch Cereal."
1,D.W. Flips (episode)/Transcript,32,Announcer #2:,"Yep! But let's not forget the runners up. Emily, uh, what's her name, not quite perfect, gets the silver medal."
1,D.W. Flips (episode)/Transcript,32,Master of Ceremonies:,)
1,D.W. Flips (episode)/Transcript,32,Announcer #2:,And Timmy and Tommy Tibble receive the bronze. Although everybody knows they should've been disqualified.
1,D.W. Flips (episode)/Transcript,32,Timmy+Tommy:,)
1,D.W. Flips (episode)/Transcript,32,Miss Morgan:,"Off that balance beam, young lady."
1,D.W. Flips (episode)/Transcript,32,D.W.:,Ow!
1,D.W. Flips (episode)/Transcript,32,Miss Morgan:,This apparatus is not for beginners. We won't be using it for at least a year!
1,D.W. Flips (episode)/Transcript,32,D.W.:,A year?! But I can't wait that long! I'll be old by then!
1,D.W. Flips (episode)/Transcript,32,Miss Morgan:,Then you better start practicing right away. We'll start with a somersault.
1,D.W. Flips (episode)/Transcript,32,Miss Morgan:,Then you tuck your head and roll. She rolls. And that's the somersault! Everyone find a partner!
1,D.W. Flips (episode)/Transcript,32,Emily:,Be my partner?
1,D.W. Flips (episode)/Transcript,32,D.W.:,I guess so.
1,D.W. Flips (episode)/Transcript,32,D.W.:,Urg!
1,D.W. Flips (episode)/Transcript,32,Emily:,"Pretty good, but next time grab your knees. Then you'll end up on your feet."
1,D.W. Flips (episode)/Transcript,32,D.W.:,"For your information, I was doing a half-sault! You're supposed to end up on your back. Your turn!"
1,D.W. Flips (episode)/Transcript,32,D.W.:,All wrong! You didn't jump high enough! The roll was too slow and you didn't smile at the end!
1,D.W. Flips (episode)/Transcript,32,Miss Morgan:,"Emily, that was lovely! Keep up the good work! D.W., next time, try holding your knees."
1,D.W. Flips (episode)/Transcript,32,Emily:,I guess she didn't know you were doing a half-sault.
1,D.W. Flips (episode)/Transcript,32,D.W.:,)
1,D.W. Flips (episode)/Transcript,32,Kids:,)
1,D.W. Flips (episode)/Transcript,32,Miss Morgan:,"Excellent posture! D.W., try to keep your back straight like Emily's."
1,D.W. Flips (episode)/Transcript,32,Emily:,You think she'll teach us how to stand on the ceiling like that?
1,D.W. Flips (episode)/Transcript,32,D.W.:,Whoa!
1,D.W. Flips (episode)/Transcript,32,Kids:,)
1,D.W. Flips (episode)/Transcript,32,Miss Morgan:,"When you finish the cartwheel, make sure you bring your feet together. It looks simple, but it takes practice to get it right. Alright, Edwin, ready?"
1,D.W. Flips (episode)/Transcript,32,Edwin:,") He walks hesitantly to the end of the mat. He stands on one hand for a moment, then falls down. Oof."
1,D.W. Flips (episode)/Transcript,32,Miss Morgan:,"A brave attempt, Edwin. Try to break the fall with your hands. Next!"
1,D.W. Flips (episode)/Transcript,32,Emily:,"One two three, one two three."
1,D.W. Flips (episode)/Transcript,32,D.W.:,Hmph! Why bother!
1,D.W. Flips (episode)/Transcript,32,Timmy:,"Where you going, D.W.?"
1,D.W. Flips (episode)/Transcript,32,Tommy:,I'll bet I know where she's going. She's going to her mommy!
1,D.W. Flips (episode)/Transcript,32,Timmy:,"Yeah, because she's afraid of doing a cartwheel!"
1,D.W. Flips (episode)/Transcript,32,D.W.:,I am not! I was just going to... to...
1,D.W. Flips (episode)/Transcript,32,Miss Morgan:,"Well, Miss Read?"
1,D.W. Flips (episode)/Transcript,32,D.W.:,Oof!
1,D.W. Flips (episode)/Transcript,32,Miss Morgan:,"Not bad, but do try to stay on the mat."
1,D.W. Flips (episode)/Transcript,32,Timmy+Tommy:,)
1,D.W. Flips (episode)/Transcript,32,Miss Morgan:,Next!
1,D.W. Flips (episode)/Transcript,32,D.W.:,"Mommy, look at me! Look at me, Mommy! Mommy? Are you going to watch me Mommy?!"
1,D.W. Flips (episode)/Transcript,32,Mrs. Read:,"Just a sec, D.W. She throws the piece of clothing aside. Okay, let's see it!"
1,D.W. Flips (episode)/Transcript,32,D.W.:,"Don't watch, it's not ready yet!"
1,D.W. Flips (episode)/Transcript,32,D.W.:,Whoa!
1,D.W. Flips (episode)/Transcript,32,Mr. Read:,Oh! Oh my gosh!
1,D.W. Flips (episode)/Transcript,32,Supermarket PA:,"Spill, aisle 5!"
1,D.W. Flips (episode)/Transcript,32,Supermarket PA:,Aisle 6!
1,D.W. Flips (episode)/Transcript,32,Supermarket PA:,Aisle 7?!
1,D.W. Flips (episode)/Transcript,32,Mrs. Read:,) She finds D.W. on the floor beside a knocked-over display. There are several people standing around her. D.W.!!
1,D.W. Flips (episode)/Transcript,32,D.W.:,"One two three, one two three!"
1,D.W. Flips (episode)/Transcript,32,Miss Morgan:,"Alright children, form a line! It's cartwheel time!"
1,D.W. Flips (episode)/Transcript,32,Kids:,)
1,D.W. Flips (episode)/Transcript,32,Miss Morgan:,"Remember, look before you leap! Go!"
1,D.W. Flips (episode)/Transcript,32,Edwin:,Oof!
1,D.W. Flips (episode)/Transcript,32,Miss Morgan:,"Better, Edwin. But remember, two hands are better than one! Next!"
1,D.W. Flips (episode)/Transcript,32,D.W.:,I did it! I did it!
1,D.W. Flips (episode)/Transcript,32,Miss Morgan:,"Very nice, D.W.! Legs together on your finish!"
1,D.W. Flips (episode)/Transcript,32,Kids:,)
1,D.W. Flips (episode)/Transcript,32,D.W.:,"Thank you all! Thank you, really! Thank you! Thank you very much!"
1,D.W. Flips (episode)/Transcript,32,Timmy+Tommy:,)
1,D.W. Flips (episode)/Transcript,32,Miss Morgan:,"Emily, showing off is very impolite!"
1,D.W. Flips (episode)/Transcript,32,D.W.:,It's not fair!
1,D.W. Flips (episode)/Transcript,32,Emily:,"I'm sorry I showed off, D.W."
1,D.W. Flips (episode)/Transcript,32,D.W.:,"I could've done a better one, but I didn't want to. Cartwheels are for babies!"
1,D.W. Flips (episode)/Transcript,32,Emily:,"Well, I think they're kinda hard."
1,D.W. Flips (episode)/Transcript,32,D.W.:,Not as hard as doing a cartwheel on the balance beam. Bet you can't do that!
1,D.W. Flips (episode)/Transcript,32,Emily:,Neither can you.
1,D.W. Flips (episode)/Transcript,32,D.W.:,Oh yeah?! Well you just watch!
1,D.W. Flips (episode)/Transcript,32,Emily:,Wait D.W.! )
